,d,library,n,repeats,result,result_norm,seed,time
10,10,hips,100,2652,"[-0.20362998  0.85604632  1.33009703 -1.32938998 -1.51564162  1.69557746
  0.27996232 -3.73389187 -4.21772773 -1.06533112]",6.513628303743602,42,0.0002319812774658203
11,19,hips,190,2946,"[-3.50071661  1.84173796  4.02619083 -1.11597814 -3.55546327  5.09702002
 -0.09287742  0.82759423 -0.3632929  -0.79569526  2.79831485 -0.31964488
 -3.88153911 -4.91431903 -2.93789311 -2.86889774  2.89919869  2.23263111
 -3.45603065]",12.748637868590585,42,0.00024175643920898438
12,39,hips,390,2982,"[ 3.90523972  3.24978381  6.87646202 -2.57032575  6.4295749  -3.78633203
 -1.54714023 -6.78152788  1.14145544 -1.76192043  2.59476879 -1.47728488
  1.31962198  0.1121069  -0.08187376 -1.34088052  2.37458021 -2.56380097
  4.22176474  3.70660885  1.31421632 -8.93174172 -6.76654053 -1.59872707
 -6.9226173   4.36915726  2.38519952 -0.02191587 -1.92057115  2.78354363
  5.00353897 -1.78104896  0.26329048 -3.37360017  6.74605298  1.10882017
  0.29014996  8.45968924 -1.35960247]",24.865586142761952,42,0.0002570152282714844
13,79,hips,790,2960,"[  5.61469786  -4.31748799  -5.34021306   1.55297351  10.81592782
  -4.46281773   8.91578851  -4.48977825   4.56055705  -1.9829244
   4.5067337    1.2111049    0.66447279   3.65253278  -1.51315393
   6.36016726   2.66986078  -0.26618605  -7.94955318   8.59380951
  -4.19938794   7.68461033  -2.76252608  -9.36883143   1.21484538
   1.17319542  -5.24115168  -2.54431542  -4.21144146  -1.31531321
  -1.25704572 -14.02997217   0.33870551   0.90851239   1.4500462
   2.31964759   8.72197577  10.06927255  -4.88281278 -12.44526469
  -1.3664209   -6.59260912  -8.71055009   0.15120344  -0.32108263
  -3.88822984  -5.73342541  -5.53846567   9.42577256  -9.73028009
  -3.05407701  -0.85727572  -0.52044819   6.17247886   3.15715026
  -0.13612596  11.29772825   2.5594332   -7.95540892  -4.65752891
   1.20679659   3.54604458   3.68205626  -4.36009042  -5.55961237
   4.68550229  -1.30148447  17.00428413  -3.62055707   2.28585194
  10.29326377   6.60956939  -0.93926806   4.12410215 -10.02551192
  -5.54087045  -0.75763987   5.8538122   -0.17159142]",52.532545148793915,42,0.0002989768981933594
14,158,hips,1580,1232,"[-10.00115315   7.95363279 -11.36436575   3.33857697   8.50010298
  -0.93503552   3.65735006   6.86956534  -9.51695684   0.58483175
   8.38571516  -4.47694168  -1.33641324   5.39184122  -1.00503875
   2.82678055  14.4935741   -3.10585225   1.78750689   7.02853829
  -4.31671598  -9.73453973  -0.37699895  -2.50983158  14.25932167
  -7.85954034  -0.39929768   8.08915541   4.95519422 -15.72336751
   6.5889828    0.02204386   8.76891214   8.58374457  -5.77852947
   2.85935655   3.78378149  -1.39919529   4.31757904   0.87026388
 -16.29395806  -2.27092091   7.81538821  -6.74196912  -4.84272073
  -0.45835951  -6.69176997 -12.36066469 -15.01681897  13.63458976
 -15.98831023  -3.98084406   6.83338907  -4.35426285   4.70630334
   0.19457041  -4.25743237   8.46182718 -16.77409831   2.76066435
   5.52563334   7.48790662   0.51921941  -8.37193026   6.67724481
 -13.01499615   7.04461215  10.42942278  -0.7585737    0.32657061
   0.26591475   2.98056881  -2.62359811   1.28854889   8.10615022
  -6.25098257   7.67903218   1.86438295  -7.755516    -7.64032264
   9.99104487  -2.94863084  -2.99068972   8.6574068   -0.12186328
   4.4019786   -3.87238793 -11.32644427  -0.91738613  -1.81186753
  -3.74332052   6.02492063  -6.41174264  -6.78681442 -17.96168354
   5.25100764  -0.72420055  14.814864     8.15775961 -11.20484992
   1.14375069  15.0497613    7.76271645  -4.17910822  -4.69244974
   8.31670981 -18.59320364   8.10014484   0.56462129  -1.64277735
  -3.77014652  -7.98028804  -2.08709936   7.68890976   9.41025984
  -2.19676804  13.82530491   6.33884697   0.34026087  10.19288448
  -1.588742    -5.37963915  -0.9818139  -14.4751231    6.21312675
   6.6045166    9.89328413  -6.10255345  -3.12748171  -2.67671329
  -2.11477526  -2.19763785  -4.09564404  -5.33394214  11.51472794
   1.79762615  -0.41735615  -9.92367415  -0.56443865   0.60902008
   1.31713335 -18.24689798   1.98166062  -2.73099407 -10.25198996
   5.09184489  -4.6106993   -3.44942633   7.90488883   3.15711825
  -1.91466686  12.26693115   1.39180643  -7.03820053  -7.34078539
  -6.59873295  -9.31427539   0.19458433]",94.2549134215172,42,0.000537872314453125
15,315,hips,3150,509,"[  5.25531884  -6.91858107 -19.67742332  -8.07490023 -11.64095822
  12.58208003  -0.62157816  -8.4895489   13.87483145  -1.94290665
   0.69107034   3.14348905 -10.09371787  -3.40938137  27.44808866
   3.91851193   7.63409612 -18.10008867   9.46906041  -9.02304223
  -5.50879989  21.62769448  10.76581938 -16.42714935 -32.12483765
   6.64629367   1.6097348   -6.80146051  23.52784001   2.62209818
  -4.88867735  17.66065791  15.64376818  -1.34030384  -1.06825346
  29.25798938   6.47147254 -22.66766297  -6.85594054  -3.20701104
 -12.28021677  11.49180885 -10.1720798    4.36106381  -1.35528149
 -33.99566552   6.77272097  -2.85949548 -34.61245092  -8.38705476
  -0.71178168 -10.3392103   -3.75567161  -2.15591341   9.31328261
  -3.9538373   -4.85300508  12.17657149   7.77197977  -1.81704235
  -8.2648339   23.31746041  10.93968243   9.67034993  14.24255953
  -2.72990988  -9.51798987  20.25554253  12.90730234   0.98517263
  -7.32529271  -2.52989827 -11.33569141  -8.34364043   2.88368401
 -13.73387139  -8.6321694   -1.02575828  -2.45525349   8.31792218
 -15.21733327   7.51104725   1.77450681 -15.86888189   5.15257195
  10.87673354   3.79137819   8.5220255   -0.20697654  -4.27834362
  -3.28109368   0.58221309  -9.20367752   3.56771844  -4.83286307
   2.84099069   8.00768983  -5.24144174   5.77055083  -1.31972664
   1.11503188   6.35483573   1.80979703  -1.99423323   9.42275481
  -2.84049274  26.77547021 -23.24110551 -12.23867498   8.17390869
  -6.43269206   6.7254456    4.54235581  15.76367862  -3.0343877
  -3.9895808    3.11593456   8.2540218    7.00148745  -4.29556679
  14.5971692   -2.98986292   6.32431738   6.56185927   6.75797439
   3.59157782   6.95903794  -4.76758915  14.91137028  -3.63923649
 -18.37841892  18.18968775 -14.91897691   3.63106334   0.87647417
  15.78515294  22.36906387   4.84965369  -4.12365856   2.48128818
   6.43559111  -3.1233969   -3.16349604   1.28353317  16.63932499
 -11.83320996 -28.56560792   0.54722037   5.98328947 -10.32160729
  -7.25089362  12.6551228  -12.4217986   16.44876836  10.20869178
  12.63318133 -19.03157916   0.54963358  -2.51972393  -7.52362573
  14.12092468  -0.41631286   0.79148142  -6.82707432   8.26701026
  -4.16639226 -10.81683312  -4.64517498  28.22055699  -6.29925116
   2.39891853 -19.63123405  -1.64826424   4.32305187  10.07431158
  -1.15961538  -8.50991539 -19.48172779 -23.20719271   6.49997939
   6.54488609 -19.29119773  -0.62070723 -24.74555345   2.78719104
   2.1344224  -10.31447348 -24.68532903  -2.64991013  19.08117881
   5.36956354  -3.69220456  13.42896269   6.19793527  -7.95084325
 -15.28520938  15.79902661  -1.02844728   6.50015123  16.38870207
  22.17341272   0.24393968  22.64117783 -13.28478962   2.7997835
  -3.50586941   7.96441667  17.94132261   5.8748438    7.81809271
   1.76751083  16.6600152    4.26594782 -26.09248506  -4.84519677
   1.14422089  -0.78181424   8.33389261  -3.39707592 -10.82441199
 -28.26375332  15.4914406   17.43288747  -2.42280421   6.88256897
  -1.18744007 -22.41228178  13.35547859  14.40078305  -1.99668552
  -5.86244611  -7.69767576  19.87145102 -18.25571329   1.40913467
  14.50893352  -4.17251964  -5.79584783  19.63541258 -10.32615398
   7.00849635   3.61640693  17.5353774    3.41713202  20.76677619
 -11.80532359  -7.56905891   1.94590897  -1.58175372 -16.06200746
  -9.55259384  12.83981435  12.36827244   9.51075799   0.85551675
  -2.04729132   5.79146082 -11.22750744  -1.24193303   6.46881066
  -1.11448548  -9.69056554  -9.62940776   3.78652041   2.24833246
  -2.67607017  13.45718523  14.43778018  -0.18474528   0.04838455
 -10.53840779   6.12475325  13.35443435   2.99947513   2.41637237
  -1.17070618   2.42586544 -10.50739598 -16.66916992  -1.32003499
  -9.10528094 -18.47981865   3.89049896  15.38975188  13.84229447
   2.42253601  12.53541318  -2.1686985   -7.51893643  -2.30619018
 -13.15732617  -8.84918461  -2.07433523  -6.59640095   2.49925995
  -8.20061195   0.29036474  14.76355092  22.75679713   1.70072735
  -3.33659847  -2.39029497  18.83657642 -13.62494369   4.28604098
  -4.25655714 -18.5246635  -19.91861739 -10.1268419    3.89144846
  -7.77149346   8.936386     5.6713493  -22.53807086   0.12679703]",204.16216566260852,42,0.0015730857849121094
16,629,hips,6290,156,"[ 1.48992111e+00 -9.87179501e+00 -1.25821975e+01  3.26326837e+00
 -2.86162983e+01  6.13268792e+00 -1.73373633e+01 -1.39325127e+00
 -1.53964210e+00  2.52096321e+00  6.81174140e+00  1.78895921e+01
  2.29036054e+00  1.48811098e+01 -1.39753560e+01  2.16360924e+01
 -2.74177248e+01 -3.30933011e+01 -1.02617334e+01  2.63430203e+00
 -1.18987877e+01 -5.17011814e+00  2.56421924e+00  1.45747440e+00
 -1.92424262e+00  6.03189509e+00  5.14920675e+00 -2.83100801e+01
 -1.25164366e+01  1.52961070e+01  3.27885235e+01  1.38738518e+00
 -1.80271465e+01  1.49332685e+01  1.03721059e+01 -3.32058538e+01
  5.31638652e+00 -2.38763012e+01 -1.07195927e+01  1.27307934e+00
  2.23707185e+01 -1.47067577e+01  6.84014767e-01 -1.28831289e+01
 -9.02227762e+00  2.31109938e+01  1.59252971e+01 -3.18497790e+00
 -1.07277260e+01  1.25218010e+01 -1.63677135e+01 -5.87807977e+00
  1.31787770e+00 -1.94244088e-01  9.71737668e+00 -1.64327816e+01
  7.09866252e+00 -5.36309458e+00 -1.16346762e+01  1.68859963e+01
 -1.27578994e+01 -1.64734365e+01  3.27185148e+01 -1.45617583e+01
  5.12707919e+00 -1.86315723e+01 -1.78961858e+01 -2.09637239e+01
  3.36313666e+00  8.01913941e+00  3.50339528e+00 -1.01017495e+00
  1.09480006e+01 -3.46347183e+00 -6.58055032e+00  2.11074275e+01
  1.02421709e+01 -2.88378528e+01  1.55818448e+01  2.58334012e+00
 -1.87678606e+00  7.43192090e+00  1.15526224e+01  2.64853956e+01
 -1.41787430e+01 -3.07495267e+00 -5.03396644e+00 -8.41432259e+00
 -3.13601968e+01  1.07292588e+01 -9.49639304e+00  1.00153993e+01
  7.77253031e-01  4.06201111e+00  3.07667121e+00  9.87262536e+00
  2.19608632e+00 -1.92160276e+01  1.98119817e+01  1.95855822e+01
 -2.02520429e+01 -3.52173391e+01  5.15994259e+00 -7.07113103e-01
  2.02292485e+01 -2.80171631e+01 -6.24944477e+00 -1.98964673e+01
  1.18725197e+01 -1.42782214e+01 -2.71708675e-01  4.20471133e+00
  7.59603804e+00 -2.07486930e+00  7.25990519e+00 -1.81981836e+01
 -1.64062830e+01  1.89448391e+01  8.02551818e+00 -7.66031923e+00
 -9.59208240e+00  1.55770778e+01 -2.94901149e+01 -1.38035017e+01
 -5.09057783e+00 -6.50721940e+00  7.67525868e+00  1.34687016e+01
 -1.62936978e+01  6.39734771e+00  8.93011601e+00  1.98042019e+01
 -4.15705468e+00  2.40919562e+01 -3.75426647e+00 -6.36046316e+00
 -5.42706489e+00  8.60210428e+00  8.85405920e+00 -3.54671893e+01
  2.16455636e+00 -1.42473390e+01  2.94496530e+00 -1.67929331e+00
 -1.57498246e+01 -1.90286979e+01  6.80003066e-02  1.50189264e+01
  8.05374970e+00  4.31910235e+00 -2.78583068e+01 -3.58972055e+00
 -8.97473054e-01  4.73687778e+00 -4.64529150e+00  1.62601609e+01
 -3.40249128e+00  1.46248532e+01 -4.67126096e+00  2.61348770e+01
 -3.26503641e+00  4.79514256e+00 -1.17576026e+01 -1.67587273e+01
  1.45346442e+01  1.97540889e+01 -2.51665628e+01  2.10251342e+01
 -1.07345438e+01  1.30349905e+00 -1.50218176e+01  8.82494323e+00
  2.10059849e+00  2.30238827e+01 -1.76223326e+01  2.37024436e+01
 -8.67338233e+00  1.63111565e+01 -5.94301035e+00  2.50134444e+00
  1.90445953e+01 -2.01458299e+01 -2.33580293e+01 -3.02723522e+01
  9.57393736e+00  8.37869075e+00 -1.60270062e+01 -7.33945062e+00
  4.90369599e+00 -8.54624270e+00 -2.27618946e+01  2.39658208e+00
  2.85473198e+00  2.19320742e+01 -1.77297749e+00 -2.54478992e+01
 -1.82111355e+01  2.01504453e+01 -1.14492902e+01  6.24620246e+00
  2.08588017e+01  6.64838208e+00 -2.03637737e+01  1.53948009e+01
 -1.10340701e+01  7.25806277e+00  1.27076549e+00  2.32255149e+00
 -2.14944489e+01  2.29171007e+01 -1.68221994e+01 -2.12923771e+01
 -2.31662195e+00  1.95732512e+01 -1.13865616e+00  1.09471044e+01
  1.29712752e+01 -1.56374874e+01  1.11638995e+01 -3.78549824e+00
  1.83238839e+01 -5.70514194e+00 -1.12690086e+00  1.08202611e+01
 -2.90032084e+01  1.70809273e+00  1.55241931e+01 -5.34428634e+00
  1.69195056e+01  7.34701996e-01  1.86821251e+01 -2.97937876e+01
 -6.54572714e+00 -1.19663258e+01 -1.58731951e+01 -8.93177553e-01
 -2.34327525e+01 -1.84940068e+01 -6.98506270e+00  4.68293434e+00
 -2.27267410e+01 -2.84606335e+01 -2.15696646e+01  1.97438224e+01
  3.40653206e+00 -2.12863252e+01 -4.03624856e+00 -2.32184806e+01
  1.17684835e+01 -3.61644238e+00 -9.64779054e+00 -1.16928454e+01
  1.86964650e+01 -2.31454432e+01 -2.64238790e+01  4.79005287e+00
  2.24792580e+01 -4.82590901e+00  2.96921469e+00 -5.31641700e+00
 -1.21760051e+01  2.42409648e+01  1.90428961e+01 -7.94082808e+00
  1.91148883e+01 -1.13166180e+01  3.96860332e+01 -7.38411824e+00
 -8.91924065e+00 -5.85851793e+00 -6.25189814e+00  3.89765653e+00
 -3.39099831e+00  2.27125716e+01 -1.15489360e+01  2.52552120e-01
 -8.20223445e+00 -4.28025635e+00 -5.95264829e+00  7.83487780e+00
  1.46797261e+01  4.21008844e+01  3.90912398e+00  3.97019422e-01
  2.69340821e+01  1.70941392e+01  1.97019115e+01  8.05752829e+00
 -1.72445155e+01  9.98498226e+00  1.72726425e+01 -7.10404576e+00
 -1.36854258e+00  2.84599816e+01 -2.31503986e+01 -1.52896878e+01
 -3.13650394e+01 -6.75401281e+00  1.17904924e+01  1.79563166e+01
  4.89001094e+00 -1.74270245e+01  1.82523961e+01 -8.88790738e+00
 -1.13526049e+01  1.40080641e+01  5.57106036e+00  1.55522796e+00
 -1.49628869e+01  8.04262055e+00  2.06648879e-02 -8.01038294e+00
 -8.64206180e-02 -1.83558870e+01 -9.84991689e+00  2.19007077e+01
 -3.86388053e+00 -1.64992626e+01 -3.01908218e+00  3.54621101e+00
  7.12228708e+00  1.14359323e+01  3.00232629e+00 -3.09937017e+01
 -1.11329744e+00  1.23641815e+01  2.21046692e+01  3.02725907e+00
 -7.81847179e+00 -3.06274529e+01 -2.39347511e+00 -3.76611226e+00
  1.91470450e+01 -1.17855230e+01  1.88833454e+01  8.46534142e+00
  2.19366836e+00  1.22852197e+01  2.03217649e+01 -1.01793919e+01
 -2.22503116e+01 -2.44965468e+01  1.44247160e+01 -2.58554705e+00
 -1.70190806e+01 -6.68772227e+00 -5.81139297e+00 -3.02777077e+01
  2.17011279e+01  4.12596243e+00 -1.48735735e+01 -1.02234668e+01
  2.92913038e+01 -1.97511019e+01  8.00632657e+00 -1.48522143e+00
  2.60611555e+00  2.64696626e+01  5.80095031e+00 -2.41239301e+01
  2.70090740e+01  1.04960413e+01 -2.08487807e+01 -2.62980780e+00
  2.46496872e+01 -6.08166568e+00  5.06062257e+00  5.02830249e+00
  3.04719717e+00  1.91032132e+01 -2.87801793e+00 -4.73464760e+00
  1.80008023e+01 -1.22036000e+01  2.68159565e+01  1.45017582e+01
  2.93532201e+01  1.01320320e+01  4.83110010e+00  1.15570670e+01
  2.16794033e+01  2.00619300e+01  1.62764495e+01 -1.94299724e+00
  3.36692831e+01  8.63011043e+00 -2.01122784e+01  6.03978679e+00
 -1.98373840e+01  4.14954659e+00  4.67728007e+01  6.72503630e+00
 -1.51964860e+01 -4.75435010e+00 -1.91714844e+01  2.14859060e+01
  1.46660569e+01  1.70628827e+01 -1.01076818e+01 -2.03692293e+01
  8.61453032e+00 -9.09150164e+00  8.48141089e+00 -2.12200700e+00
  2.79258265e+00 -2.30310102e+01  2.90184688e+00  6.60933543e+00
  6.65536386e+00 -3.70077205e+01 -5.27529375e-02  1.64002625e+01
  1.81203710e+01 -9.93763795e-01  4.21455965e+00  9.25534420e+00
 -2.95650344e+01  1.59155084e-01 -4.87772585e+00 -1.62883099e+01
  1.56497997e+01 -1.76001627e+01 -9.15515979e+00 -3.25861291e+00
 -1.14388475e+01  1.96012172e+00  4.94893321e+00 -4.33613523e+00
  7.70786262e+00 -8.68353362e+00 -6.34952219e+00  3.71574003e+00
  1.18002912e+01 -1.20667200e+01  1.03867545e+01 -2.61607791e+01
 -2.09822554e+01  1.57070931e+01 -1.93003770e+01  6.09304907e+00
 -4.57278061e-01 -2.96211383e+01  2.37249080e+01 -5.81008089e-01
 -2.37203571e+01 -1.80704820e+00  1.10799489e+00 -3.09665556e+00
  1.02926883e+01 -1.11275771e+01 -4.08102074e+01  4.76069619e+00
 -2.71392240e+01 -1.00445920e+00 -2.23371105e+01  4.88350519e+00
 -8.58523895e+00  1.33026098e+01 -2.45734770e+01  3.87537617e+00
  8.14464225e+00  1.30843542e+01 -1.14227729e+01  7.25867576e+00
 -2.24346047e+01 -4.27734783e-01 -7.80518968e+00  1.04711156e+00
  1.41900567e+01  2.30055939e+01 -1.51417099e+01  2.06024313e+01
 -2.41794110e-01  1.19559116e+01  1.28321981e+01  1.26339582e+01
 -1.28816773e+01  1.26382810e+01  2.08687998e+01 -1.60872531e+00
  1.25867615e+01  2.25815378e+01 -2.04443474e+01  2.35498865e+01
 -2.93586066e+00  2.12776261e+01 -4.34080567e+00 -2.95551069e+01
  4.14426480e-02 -1.30750821e+01 -3.58203160e+00  1.26246765e+01
  1.63980847e+01 -1.57308993e+01  6.82860635e+00  1.07577990e+01
 -1.63371313e+01 -1.32058024e+01  1.04018412e+01  2.55653234e+01
 -4.60698163e+00  3.83052929e-01  6.39970293e+00  2.76498904e+01
 -2.49401346e+01  1.14501399e+01  4.91586763e-01  1.68308514e+01
 -8.54330089e+00  1.61799304e+01 -3.53049698e+00 -7.37875635e+00
  2.77793233e+00 -2.59105761e+01  2.49240294e+01 -1.34492370e+01
  1.64298055e+01  4.01574508e-01 -1.47994476e+01 -3.81935101e+01
 -2.70347503e+01  7.75159888e+00 -1.55619097e-01  1.87488235e+00
 -2.97217362e+00  4.88779002e+00 -1.11568195e+01 -1.80429331e+01
 -6.03445344e+00  2.20164119e+01  6.74567427e+00  9.07574636e+00
  1.05550213e+01  1.70523394e+00 -5.97897337e+00  2.05404808e+01
 -2.84941466e+01  6.70957315e+00 -1.55435854e+01 -1.49338721e+01
  5.78250325e-01 -1.76413729e+01 -5.58742050e+00  5.88042141e+00
  7.66843272e+00  1.78447777e+01 -2.26839995e+01 -3.69875130e+00
 -6.76182265e+00  5.43596275e+00  8.28730365e+00  2.45170214e+01
 -2.18365647e+01  1.53802129e+01  3.80396365e+01 -1.67724278e+00
 -2.84826166e+01 -2.62686551e+00  8.54841941e+00  5.20221385e+01
  4.08216108e+00 -1.27811004e+01 -3.49451161e+00  1.02983258e+01
 -1.65021571e+01  3.62884350e+00  1.83273291e+01 -1.62865830e+01
  2.00868010e+01  1.58811168e+01 -3.23184481e+01  9.23532168e+00
  1.20173947e+01 -2.55328309e+01  1.67063745e+01 -4.63808361e+01
  1.41894071e+01 -7.94933868e+00 -1.15973105e+01  4.71897856e+00
 -3.41914724e+00 -1.45780229e+01  1.69953438e+00 -2.09104951e+01
 -3.69804277e-01  9.20501228e+00  8.20840431e+00 -4.22360662e+00
  1.51210708e+01 -2.89043557e+01 -8.86393859e-01  1.86961407e+01
  1.65397067e+01  6.00228421e-01 -7.15287786e+00  1.49219745e+01
 -9.57493209e+00  1.32566416e+01 -1.03771458e+00 -1.38700885e+01
 -5.98144919e+00  3.66473730e+00 -8.65327293e+00 -3.60309698e+00
  3.06823233e+01 -9.22912974e+00  9.54432068e+00  1.41018191e+01
  1.73929066e+01  1.65396838e+00 -4.60592890e+00  1.72903892e+01
  1.40997923e+01 -9.88209859e+00 -2.43456545e+01  7.51166642e+00
  1.18047196e-01  1.61174035e+01 -2.19024099e+01 -1.19982054e+01
  2.12307255e+01  1.37394073e+01  1.69830243e+00 -1.43795988e+01
  2.08568563e+01 -1.90403546e+00 -2.60539434e+01  1.21353838e+01
 -2.04116006e+01]",388.61559346667633,42,0.0035719871520996094
17,1256,hips,12560,32,"[ 33.28026471  -5.92206185  12.76078053 ... -23.9363531  -14.32731791
 -35.77382677]",781.031044772526,42,0.017367839813232422
18,2506,hips,25060,17,"[-18.56020874 -15.70018905 -13.51016418 ...  46.07067559 -41.51179251
 -30.81359446]",1581.8240829524561,42,0.051007986068725586
19,4999,hips,49990,5,"[-60.42423109  22.80242424  83.68646828 ... -31.93322461  17.78327968
   9.0300746 ]",3153.9341867568164,42,0.20970416069030762
20,10,numpy,100,143937,"[-0.20362998  0.85604632  1.33009703 -1.32938998 -1.51564162  1.69557746
  0.27996232 -3.73389187 -4.21772773 -1.06533112]",6.513628303743602,42,4.76837158203125e-06
21,19,numpy,190,72209,"[-3.50071661  1.84173796  4.02619083 -1.11597814 -3.55546327  5.09702002
 -0.09287742  0.82759423 -0.3632929  -0.79569526  2.79831485 -0.31964488
 -3.88153911 -4.91431903 -2.93789311 -2.86889774  2.89919869  2.23263111
 -3.45603065]",12.748637868590588,42,7.867813110351562e-06
22,39,numpy,390,20613,"[ 3.90523972  3.24978381  6.87646202 -2.57032575  6.4295749  -3.78633203
 -1.54714023 -6.78152788  1.14145544 -1.76192043  2.59476879 -1.47728488
  1.31962198  0.1121069  -0.08187376 -1.34088052  2.37458021 -2.56380097
  4.22176474  3.70660885  1.31421632 -8.93174172 -6.76654053 -1.59872707
 -6.9226173   4.36915726  2.38519952 -0.02191587 -1.92057115  2.78354363
  5.00353897 -1.78104896  0.26329048 -3.37360017  6.74605298  1.10882017
  0.29014996  8.45968924 -1.35960247]",24.865586142761956,42,2.1696090698242188e-05
23,79,numpy,790,3221,"[  5.61469786  -4.31748799  -5.34021306   1.55297351  10.81592782
  -4.46281773   8.91578851  -4.48977825   4.56055705  -1.9829244
   4.5067337    1.2111049    0.66447279   3.65253278  -1.51315393
   6.36016726   2.66986078  -0.26618605  -7.94955318   8.59380951
  -4.19938794   7.68461033  -2.76252608  -9.36883143   1.21484538
   1.17319542  -5.24115168  -2.54431542  -4.21144146  -1.31531321
  -1.25704572 -14.02997217   0.33870551   0.90851239   1.4500462
   2.31964759   8.72197577  10.06927255  -4.88281278 -12.44526469
  -1.3664209   -6.59260912  -8.71055009   0.15120344  -0.32108263
  -3.88822984  -5.73342541  -5.53846567   9.42577256  -9.73028009
  -3.05407701  -0.85727572  -0.52044819   6.17247886   3.15715026
  -0.13612596  11.29772825   2.5594332   -7.95540892  -4.65752891
   1.20679659   3.54604458   3.68205626  -4.36009042  -5.55961237
   4.68550229  -1.30148447  17.00428413  -3.62055707   2.28585194
  10.29326377   6.60956939  -0.93926806   4.12410215 -10.02551192
  -5.54087045  -0.75763987   5.8538122   -0.17159142]",52.53254514879391,42,7.772445678710938e-05
24,158,numpy,1580,409,"[-10.00115315   7.95363279 -11.36436575   3.33857697   8.50010298
  -0.93503552   3.65735006   6.86956534  -9.51695684   0.58483175
   8.38571516  -4.47694168  -1.33641324   5.39184122  -1.00503875
   2.82678055  14.4935741   -3.10585225   1.78750689   7.02853829
  -4.31671598  -9.73453973  -0.37699895  -2.50983158  14.25932167
  -7.85954034  -0.39929768   8.08915541   4.95519422 -15.72336751
   6.5889828    0.02204386   8.76891214   8.58374457  -5.77852947
   2.85935655   3.78378149  -1.39919529   4.31757904   0.87026388
 -16.29395806  -2.27092091   7.81538821  -6.74196912  -4.84272073
  -0.45835951  -6.69176997 -12.36066469 -15.01681897  13.63458976
 -15.98831023  -3.98084406   6.83338907  -4.35426285   4.70630334
   0.19457041  -4.25743237   8.46182718 -16.77409831   2.76066435
   5.52563334   7.48790662   0.51921941  -8.37193026   6.67724481
 -13.01499615   7.04461215  10.42942278  -0.7585737    0.32657061
   0.26591475   2.98056881  -2.62359811   1.28854889   8.10615022
  -6.25098257   7.67903218   1.86438295  -7.755516    -7.64032264
   9.99104487  -2.94863084  -2.99068972   8.6574068   -0.12186328
   4.4019786   -3.87238793 -11.32644427  -0.91738613  -1.81186753
  -3.74332052   6.02492063  -6.41174264  -6.78681442 -17.96168354
   5.25100764  -0.72420055  14.814864     8.15775961 -11.20484992
   1.14375069  15.0497613    7.76271645  -4.17910822  -4.69244974
   8.31670981 -18.59320364   8.10014484   0.56462129  -1.64277735
  -3.77014652  -7.98028804  -2.08709936   7.68890976   9.41025984
  -2.19676804  13.82530491   6.33884697   0.34026087  10.19288448
  -1.588742    -5.37963915  -0.9818139  -14.4751231    6.21312675
   6.6045166    9.89328413  -6.10255345  -3.12748171  -2.67671329
  -2.11477526  -2.19763785  -4.09564404  -5.33394214  11.51472794
   1.79762615  -0.41735615  -9.92367415  -0.56443865   0.60902008
   1.31713335 -18.24689798   1.98166062  -2.73099407 -10.25198996
   5.09184489  -4.6106993   -3.44942633   7.90488883   3.15711825
  -1.91466686  12.26693115   1.39180643  -7.03820053  -7.34078539
  -6.59873295  -9.31427539   0.19458433]",94.25491342151719,42,0.0005431175231933594
